Date,Text,sentiment_score
2023-01-04,How Meta Uses Legal Bases for Processing Ads in the EU  Meta Store,0.014230553060770035
2023-01-04,Meta fined over $400 million by top EU regulator for forcing users to accept targeted ads  CNBC,-0.8522388935089111
2023-01-04,"Google and Meta’s Advertising Dominance Fades as TikTok, Streamers Emerge  The Wall Street Journal",-0.20133759081363678
2023-01-04,Data Protection Commission announces conclusion of two inquiries into Meta Ireland  Data Protection Commission,-0.08991015702486038
2023-01-04,"Meta and IRI to Provide Closed-Loop Shopper Marketing Solution Combining Instagram, Facebook and IRI  Circana",0.1395624876022339
2023-01-04,"Meta Fined €390M Over Targeted Advertising, Ordered to Comply With GDPR  EPIC – Electronic Privacy Information Center",-0.9471330046653748
2023-01-04,Meta fined $414 million in EU for requiring personalized ads  Engadget,-0.8971399068832397
2023-01-04,Meta fined 390M euros in latest European privacy crackdown  AP News,-0.8543412089347839
2023-01-04,Meta’s Ad Practices Ruled Illegal Under E.U. Law (Published 2023)  The New York Times,-0.09704992175102234
2023-01-04,"Meta and IRI to Provide Closed-Loop Shopper Marketing Solution Combining Instagram, Facebook and IRI’s Ansa Measurement Solution  Business Wire",0.18994183838367462
2023-01-04,"Meta Fined $414 Million, Forced to Change its Approach to Ad Personalization in Europe  Social Media Today",-0.9201561212539673
2023-01-04,BREAKING: Meta prohibited from use of personal data for advertising  noyb.eu,-0.21786954998970032
2023-01-04,"Meta violates GDPR with non-compliant targeted ad practices, earns over $400 million in fines  TechRepublic",-0.9181774854660034
2023-01-04,Meta fined €390m over use of data for targeted ads  BBC,-0.9267635941505432
2023-01-04,Meta fined more than $400 million over ad targeting practices  CBS News,-0.8819423317909241
2023-01-05,Meta must face U.S. copyright lawsuit over Facebook ads  Reuters,-0.7854187488555908
2023-01-06,Does Meta’s Horizon Workrooms Deliver? Customers Say Yes … and No  WIRED,0.0565287321805954
2023-01-09,How to Take Advantage of Meta’s Advantage+ Shopping Campaigns  Social Media Today,0.09107429534196854
2023-01-09,An Update on Our Ads Fairness Efforts  Meta Store,0.04386984929442406
2023-01-09,"How Meta Is Working to Provide Safe, Age-Appropriate Experiences for Teens  Meta Store",0.09344571083784103
2023-01-10,Meta Unveils New Ad Algorithms to Settle DOJ Lawsuit  AI Business,0.10602489858865738
2023-01-10,Meta CTO Says Headcount Makes Company Slow; 'Untenable': Report  Business Insider,-0.9152267575263977
2023-01-10,"Under Fire, Facebook’s ‘Ethical’ Outsourcing Partner Quits Content Moderation Work  Time Magazine",-0.7703163027763367
2023-01-10,Meta Says New Ad-Targeting System Won't Discriminate Against People  Business Insider,0.07329332083463669
2023-01-10,Meta Named Favorite Internet Stock for 2023 in JPMorgan Survey  Bloomberg.com,0.043828729540109634
2023-01-10,Facebook and Instagram to restrict advertisers’ access to teenagers’ data  The Guardian,-0.353747695684433
2023-01-10,Continuing to Create Age-Appropriate Ad Experiences for Teens  Meta Store,0.20511123538017273
2023-01-10,Meta is further limiting how advertisers can target teens on Facebook and Instagram  The Verge,-0.5905781984329224
2023-01-10,Roblox may arrive on Meta Quest later this year  TechCrunch,0.07413073629140854
2023-01-11,DOJ Provides Settlement Update with Meta Over Allegedly Discriminatory Housing Advertising Practices  Consumer Financial Services Law Monitor,-0.8585810661315918
2023-01-11,"Meta Could Release Quest 3 in 2023, Analyst Says  XR Today",0.06677326560020447
2023-01-11,What Meta employees really think about their company’s brutal year  Vox,-0.4700799286365509
2023-01-11,"For the first time in over a decade, Apple and Meta aren't on Glassdoor's 100 Best Places to Work list  CNBC",0.0049253664910793304
2023-01-11,Track Your Fitness Stats on Meta Quest With Heart Rate Monitoring and Android Integration  Meta Store,0.019542163237929344
2023-01-12,"Meta sues Voyager Labs, saying it created fake accounts to scrape user data  CNBC",-0.8747712969779968
2023-01-12,Leading the Fight Against Scraping-for-Hire  Meta Store,0.1201724112033844
2023-01-12,Shutterstock Expands Long-standing Relationship with Meta  PR Newswire,0.8162240386009216
2023-01-12,Meta faces a future of more legal woes and falling revenues  DW,-0.9605584144592285
2023-01-12,"Meta acquires 500 more acres in Diode’s Golden Plains park in Kansas City, Missouri  Data Center Dynamics",0.1285143941640854
2023-01-13,"Facebook, Microsoft pulling out of more Seattle-area offices  The Seattle Times",-0.8329536318778992
2023-01-13,Meta and Microsoft are ditching office space in the Seattle area  GeekWire,-0.9143244028091431
2023-01-16,Enantioselective synthesis of tetraarylmethanes through meta -hydroxyl-directed benzylic substitution  Nature,0.024394193664193153
2023-01-16,Why Isn't Warren Buffett Buying Meta Platforms (Facebook) Stock Hand Over Fist?  The Motley Fool,-0.08959675580263138
2023-01-17,Irish Data Protection Authority gives € 3.97 billion present to Meta.  noyb.eu,0.046434760093688965
2023-01-17,Meta Signs New Deal with Shutterstock Over Usage of Content for AI Creation Tools  Social Media Today,0.48409268260002136
2023-01-18,"Trump campaign asks Meta to reverse Facebook, Instagram suspensions  New York Post",-0.7523219585418701
2023-01-18,The Facebook Portal Died. This Is How It Almost Lived.  BuzzFeed News,-0.11137418448925018
2023-01-18,"Google, Meta, Amazon and other tech companies have laid off more than 104,000 employees in the last year  CNBC",-0.961999237537384
2023-01-18,Meta Quest Pro vs Meta Quest 2: Which is Best?  UC Today,0.03448479622602463
2023-01-19,Effects of cold water immersion after exercise on fatigue recovery and exercise performance--meta analysis  Frontiers,0.015228882431983948
2023-01-19,Meta's WhatsApp fined 5.5 mln euro by lead EU privacy regulator  Reuters,-0.9183277487754822
2023-01-19,"Tech giant ‘embraces remote work experience,’ lists SF space  SFGATE",0.08530822396278381
2023-01-19,Instagram Quiet Mode: A New Way to Manage Your Time and Focus  Meta Store,0.06618340313434601
2023-01-19,Centralizing Your Apps Settings in Accounts Center  Meta Store,0.0067967623472213745
2023-01-19,Meta’s bundling your Instagram and Facebook account settings in one place  The Verge,-0.00352584570646286
2023-01-20,Meta Platforms to unload 435K sf of offices in San Francisco  The Real Deal,0.10197767615318298
2023-01-20,"Meta Lobbying Spending Dips as Job Cuts, Costs Surge  Bloomberg.com",-0.9358003735542297
2023-01-20,Meta’s Updating the Terminology for Accounts Reached within Ad Campaigns  Social Media Today,0.028610512614250183
2023-01-20,Long Island family sues Meta for 'harming' daughter through Instagram use  ABC7 New York,-0.691251814365387
2023-01-23,Meta at World Economic Forum 2023: Building a Future Grounded in the Promise of Technology  Meta Store,0.26980194449424744
2023-01-23,Get a Front Row Seat to NBA Games on Meta Quest  Meta Store,0.029609868302941322
2023-01-23,Three-dimensional topological magnetic monopoles and their interactions in a ferromagnetic meta-lattice  Nature,0.012709744274616241
2023-01-23,Expanding Features for End-to-End Encryption on Messenger  Meta Store,0.19466622173786163
2023-01-24,Meta’s A.I. chief says ChatGPT’s tech is ‘not particularly innovative.’ Why that’s only half the story  Fortune,-0.04467766731977463
2023-01-24,NBA and Meta announce multiyear partnership extension  NBA,0.8760954737663269
2023-01-24,Helping Creators and Publishers Manage Intellectual Property with Rights Manager  Meta Store,0.03750570863485336
2023-01-24,Meta urged to boost Africa content moderation as contractor quits  Reuters,0.16723737120628357
2023-01-25,"Meta to reinstate Trump on Facebook, Instagram  CBS News",-0.037074945867061615
2023-01-25,Meta to Reinstate Trump’s Facebook and Instagram Accounts (Published 2023)  The New York Times,0.006209913641214371
2023-01-25,Meta to reinstate Donald Trump’s Facebook account  Politico,-0.05020808428525925
2023-01-25,WSJ News Exclusive | Meta Pays BuzzFeed Millions to Generate Creator Content for Facebook and Instagram  The Wall Street Journal,0.010085100308060646
2023-01-25,ACLU Comment on Meta’s Decision to Reinstate Trump on Facebook  American Civil Liberties Union,-0.08317930996417999
2023-01-25,Meta allows Donald Trump back on Facebook and Instagram  NPR,-0.026997923851013184
2023-01-25,Meta advertisers brush off Trump's potential return  Reuters,-0.895584762096405
2023-01-26,Home Depot Canada found sharing customer personal data with Meta - privacy regulator  Reuters,-0.6557165384292603
2023-01-26,Meta Sues Surveillance Firm That Worked with Police  Brennan Center for Justice,-0.23123961687088013
2023-01-26,Tulip: Modernizing Meta’s data platform  Engineering at Meta,0.21272441744804382
2023-01-26,USA: Meta must guard against human rights risks after lifting bans on Trump’s Facebook and Instagram accounts  Amnesty International,0.09685933589935303
2023-01-27,A 6G meta-device for 3D varifocal  Science | AAAS,0.12056808173656464
2023-01-27,Meta opens logistics hub in Las Vegas warehouse district  Data Center Dynamics,0.18476782739162445
2023-01-27,"WSJ News Exclusive | Meta Embraces AI as Facebook, Instagram Help Drive a Rebound  The Wall Street Journal",0.14479228854179382
2023-01-27,Watch Meta’s engineers discuss optimizing large-scale networks  Engineering at Meta,0.09670911729335785
2023-01-29,Meta’s Laid-Back Approach to User Hacking  Slate,-0.3207898736000061
2023-01-29,"Trump, Meta and misinformation  NPR",-0.07909771800041199
2023-01-30,"Meta is killing Move, another experimental social app from its in-house incubator NPE Team  TechCrunch",0.05639147385954857
2023-01-30,Will Meta Lay Off More Employees in February?  XR Today,-0.9035930633544922
2023-01-30,Justice Department finalizes compliance metrics for Meta’s (formerly Facebook) target advertising system pursuant to settlement  Consumer Finance Monitor,0.07451046258211136
2023-01-31,Asynchronous computing at Meta: Overview and learnings  Engineering at Meta,0.016270015388727188
2023-01-31,"In 2023, Resolve to Fix Your Organization’s Meta Pixel Problem  The Markup",0.07493866980075836
2023-01-31,Meta earnings: is it time to pay for Mark Zuckerberg’s expensive dream?  ig.com,0.013280728831887245
2023-02-01,Facebook-parent Meta announces $40 billion stock buyback  CNBC,-0.0023715533316135406
2023-02-01,Meta CEO Mark Zuckerberg makes a U-turn on metaverse spending as Reality Labs is hit with a new 'efficiency' mantra  Business Insider,0.15662187337875366
2023-02-01,"Meta’s Mark Zuckerberg Says 2023 Is “Year of Efficiency” as Revenue, Income Declines  The Hollywood Reporter",-0.6262935400009155
2023-02-01,Judge Is Said to Let Meta’s Virtual Reality Deal Move Forward (Published 2023)  The New York Times,0.11828230321407318
2023-02-01,"Snap's earnings may hold positive news for Meta, Google  Reuters",0.7433649897575378
2023-02-01,Meta shares surge nearly 20% as Zuckerberg pledges to make 2023 a ‘year of efficiency’  CNN,0.9130814075469971
2023-02-01,Meta's 'Year of Efficiency' was everything Wall Street needed to hear from Zuckerberg  CNBC,0.06010138615965843
2023-02-01,Meta lost $13.7 billion on Reality Labs in 2022 as Zuckerberg's metaverse bet gets pricier  CNBC,-0.5089102387428284
2023-02-01,Meta Reports Fourth Quarter and Full Year 2022 Results  PR Newswire,-0.007184304296970367
2023-02-01,"Meta stuns Street with lower costs, big buyback, upbeat sales  Reuters",0.594420313835144
2023-02-01,Mark Zuckerberg Embraces New Role As Meta Chopper-in-Chief  Business Insider,0.08967190980911255
2023-02-01,"Meta Posts Increase in Users, Steady Revenue, in Latest Performance Update  Social Media Today",0.9036991000175476
2023-02-02,"Meta to cut data center spend by $4bn, says new AI facilities will be cheaper & faster to build  Data Center Dynamics",0.8937161564826965
2023-02-02,How Meta is Preparing for Nigeria’s 2023 General Elections  Meta Store,0.020188627764582634
2023-02-02,What is Meta Reality Labs? An Introduction  XR Today,0.007058395072817802
2023-02-02,"Meta Is Betting On Three Acronyms: AI, ML And PETs  AdExchanger",0.02519659511744976
2023-02-02,"After Mass Layoffs, Zuckerberg Says Meta Focused on 'Efficiency'  CNET",0.0604887455701828
2023-02-02,"Meta shares rocket 23%, one of the best days in over a decade  CNBC",0.9225015640258789
2023-02-02,Things are looking up for Meta  The Economist,0.6937656998634338
2023-02-02,Mark Zuckerberg and Wall Street are finally meeting in the middle on the metaverse  Fortune,0.04835180565714836
2023-02-02,Investors Cheer Meta’s Slimmed-Down Ambitions (Published 2023)  The New York Times,0.05137328803539276
2023-02-02,"Meta blames weak advertising demand, rivals for Q4 2022 revenue decline  Search Engine Land",-0.9514601230621338
2023-02-02,"As it enters its 'year of efficiency,' Meta tries to regain its focus  eMarketer",0.4658358693122864
2023-02-04,Meta and Zuckerberg changed the Facebook narrative this week  MarketWatch,-0.03299286589026451
2023-02-06,U.S. judge denies FTC request to stop Meta from acquiring VR firm Within  Reuters,-0.807473361492157
2023-02-06,"SRP, Meta and AES unveiled 100-MW West Line Solar  SRP Newsroom",0.027484314516186714
2023-02-06,Law firms in Meta antitrust lawsuit clash over lead role  Reuters,-0.8622964024543762
2023-02-06,Weil Represents Meta in High-Stakes Trial Victory Over FTC  Weil,0.7535476088523865
2023-02-07,Improving Meta’s global maps  Engineering at Meta,0.5193098783493042
2023-02-07,"Meta, Long an A.I. Leader, Tries Not to Be Left Out of the Boom (Published 2023)  The New York Times",0.03990240395069122
2023-02-07,"Meta, nonprofit end U.S. lawsuit over infinity-logo trademark  Reuters",-0.7195740342140198
2023-02-07,How Meta Sources 100 Percent Renewable Energy Around the World  TriplePundit,0.06581433117389679
2023-02-07,"US senators seek answers from Meta on whether user data was accessed by China, Russia and others  CNN",-0.07252825051546097
2023-02-07,WSJ News Exclusive | Meta Pursues Teen Users as Horizon Metaverse App Struggles to Grow  The Wall Street Journal,-0.9065355658531189
2023-02-08,"Developers in China, Russia had access to Facebook user data for years, senators say  SC Media",0.01803988218307495
2023-02-08,Meta Completes Acquisition of VR Fitness Company Within  CNET,0.1335991770029068
2023-02-09,I was laid off from Meta and now I post on TikTok about being unemployed to help motivate others  Business Insider,-0.7905012965202332
2023-02-09,Meta acquires Within despite FTC concerns  TechCrunch,0.508127748966217
2023-02-09,Meta restores Trump’s Facebook and Instagram accounts  CNN,0.017379656434059143
2023-02-09,Meta to Tell Many Managers to Start Coding or Get Out — Here's What Else the 'Flattening' Will Bring  Entrepreneur,0.008233636617660522
2023-02-09,Meta completes Within Unlimited acquisition after winning antitrust case  SiliconANGLE,0.7702695727348328
2023-02-09,"Meta is asking some managers not to be managers — or quit, report says  Business Insider",-0.8449348211288452
2023-02-09,Trump’s Facebook and Instagram accounts are back  Axios,-0.32657137513160706
2023-02-10,FTC withdraws from adjudication in fight with Meta over Within deal  Reuters,-0.8631221652030945
2023-02-10,"Meta, law firm Gibson Dunn sanctioned in Facebook privacy case  Reuters",-0.4317088723182678
2023-02-11,Meta employees are reportedly bracing for more layoffs amid delays to finalized budgets: ‘It’s still a mess’  Yahoo Finance,-0.9568756818771362
2023-02-13,Facebook parent company Meta to HQ about 100 employees at American Tobacco Campus  wraltechwire.com,-0.013342542573809624
2023-02-13,"Meta in NC | Meta confirms office space, jobs at American Tobacco Campus in downtown Durham  ABC11",0.05528263747692108
2023-02-13,Derya Matras to Lead Meta in Northern Europe  Meta Store,0.14772506058216095
2023-02-13,Meta's chief business officer will leave the company after 13 years  CNBC,-0.39646226167678833
2023-02-13,Meta confirms Durham office after months of speculation  Axios,0.03484676778316498
2023-02-13,Exclusive: Meta chief business officer Marne Levine to exit  Axios,-0.14208059012889862
2023-02-16,Inside Meta’s first smart glasses  Engineering at Meta,0.14487779140472412
2023-02-16,Meta's cold war with Apple over privacy is coming to a critical moment  Business Insider,0.07279106229543686
2023-02-16,Introducing Instagram Broadcast Channels: A New Way For Creators to Deepen Connections With Followers  Meta Store,0.22457225620746613
2023-02-16,Inside Meta’s Push to Solve the Noisy Office  The Wall Street Journal,0.10889619588851929
2023-02-17,Variability and magnitude of brain glutamate levels in schizophrenia: a meta and mega-analysis | Molecular Psychiatry  Nature,0.014793578535318375
2023-02-18,I spent a week working in VR using my Meta Quest Pro so you don’t have to  TechRadar,0.02702397294342518
2023-02-19,Facebook Parent Launching ‘Meta Verified’ Subscription Service  The Wall Street Journal,0.06766758859157562
2023-02-19,"Meta Launches Paid Verification System for Facebook, Instagram  CNET",0.09816143661737442
2023-02-19,Meta Platforms’ Zuckerberg Says Paid Verification Coming  Barron's,0.06963783502578735
2023-02-19,Mark Zuckerberg announces Meta Verified subscription service for Facebook and Instagram following Elon Musk’s Twitter Blue  Fortune,0.07423261553049088
2023-02-19,Meta Launches Subscription Service for Facebook and Instagram  Time Magazine,0.060843341052532196
2023-02-19,Meta announces verification subscription service for Facebook and Instagram users  ABC News,0.06922914832830429
2023-02-19,Testing Meta Verified to Help Creators Establish Their Presence  Meta Store,0.08028261363506317
2023-02-21,How Meta brought AV1 to Reels  Engineering at Meta,0.06384079903364182
2023-02-21,Use Your Fingers (Not Controllers) to Swipe Through the VR Interface on Meta Quest  Meta Store,0.012067241594195366
2023-02-22,Italy pursues Facebook-owner Meta for $925 million in sales taxes  Reuters,0.010107375681400299
2023-02-22,Mark Zuckerberg is reportedly planning thousands more job cuts at Meta as his 'Year of Efficiency' marches on  Fortune,-0.9185559153556824
2023-02-22,"Instagram and Facebook's new Verified subscriptions could bring in nearly $2 billion this year for Meta, analysts say  Business Insider",0.8549546003341675
2023-02-23,How We’re Improving Facebook’s Penalty System  Meta Store,0.2489689737558365
2023-02-23,Three Reasons we should place a higher value on Meta-Research  The London School of Economics and Political Science,0.08231527358293533
2023-02-23,"Meta Outlines Actions on Spam, Fake Accounts and Violations in Latest Community Standards Report  Social Media Today",-0.47257980704307556
2023-02-23,"Meta sells land in Mesa, Arizona to data center developer EdgeCore  Data Center Dynamics",0.046332359313964844
2023-02-23,Russia’s information war against Ukraine went stealth after Meta crackdown  CyberScoop,-0.6997026801109314
2023-02-23,"Meta’s Adversarial Threat Report, Fourth Quarter 2022  Meta Store",-0.008680108934640884
2023-02-23,"The big security risks behind Meta, Twitter verified identity subscriptions  CNBC",-0.017232734709978104
2023-02-24,Meta Platforms Jumps Into AI  Investopedia,0.07146711647510529
2023-02-24,Mark Zuckerberg announces Meta's new large language model as A.I. race heats up  CNBC,0.054779767990112305
2023-02-24,Meta’s head of AR hardware on the future of AR  Engineering at Meta,0.0402938649058342
2023-02-24,Meta heats up Big Tech's AI arms race with new language model  Reuters,0.19376535713672638
2023-02-24,Domino meta -C−H Ethyl Glycosylation by Ruthenium(II/III) Catalysis: Modular Assembly of meta-C -Alkyl Glycosides  Wiley Online Library,0.030199633911252022
2023-02-24,"After court loss, FTC dismisses Meta-Within case  Axios",-0.7317123413085938
2023-02-24,"Mark Zuckerberg just announced a new AI model 'LLaMA,' designed to help researchers make chatbots less 'toxic'  Business Insider",0.3515704572200775
2023-02-25,Mark Zuckerberg Can't Stop Copying the Competition. This Time It Could Be the End of Facebook  Inc.com,-0.22368544340133667
2023-02-27,"Mark Zuckerberg announces new team at Meta working on A.I. products for Instagram, WhatsApp  CNBC",0.043948717415332794
2023-02-27,New Updates to Help Prevent the Spread of Young People’s Intimate Images Online  Meta Store,0.0740649551153183
2023-02-27,Meta builds A-team focused on AI products  Reuters,0.12958665192127228
2023-02-27,Where did Facebook’s funding for journalism really go?  Columbia Journalism Review,-0.013726171106100082
2023-02-27,Meta revamps AI unit to get generative tech into products  Axios,0.24578507244586945
