Date,Text,sentiment_score
2023-01-01,I bought Apple's M2 MacBook Air and now I'm weeping  ZDNET,0.012703290209174156
2023-01-01,The Biggest Mistake Apple Made with the iPhone 14 | by Mark Ellis | Mac O’Clock  Medium,-0.22172963619232178
2023-01-02,Apple Mac Studio Review Part 2: Mac Studio and the M1 Ultra for video editors by Scott Simmons - ProVideo  ProVideo Coalition,0.04507314786314964
2023-01-02,"Apple has its own social networking services, but won't call them that  AppleInsider",-0.007473159581422806
2023-01-03,Why You Should Enable Apple’s New Security Feature in iOS 16.2 Right Now  The New York Times,0.07686635106801987
2023-01-03,Apple has lost $1 trillion in market value in a year  CNN,-0.9612382650375366
2023-01-03,Hands-On: A Mechanical Watch Fanatic Reviews The Apple Watch Ultra  Hodinkee,0.040031980723142624
2023-01-03,"Apple Watch Ultra Review: The Ultimate Apple Watch Is The Best, Most Accessible Apple Watch Yet  Forbes",0.18648825585842133
2023-01-03,Qi2: how Apple might finally harness MagSafe by giving it away  The Verge,0.14422769844532013
2023-01-03,Apple's market cap falls under $2 trillion as sell-off continues  CNBC,-0.9497739672660828
2023-01-04,How my Apple Watch helped save my son's life  cbs8.com,0.0270663034170866
2023-01-04,Apple Fined $8.5 Million for Illegally Collecting iPhone Owners’ Data for Ads  Gizmodo,-0.9208665490150452
2023-01-04,Apple fined €8M in French privacy case  politico.eu,-0.9447867274284363
2023-01-04,Apple hikes price to replace iPhone batteries by $20  CBS News,-0.2702581286430359
2023-01-04,"Apple TV+ announces “Shape Island,” all-new stop motion series for kids and families premiering globally Friday, January 20  Apple",0.08140378445386887
2023-01-04,"Apple TV+ reveals trailer for new Apple Original podcast “Operation: Tradebom,” debuting January 9  Apple",0.01442921906709671
2023-01-04,Death of the narrator? Apple unveils suite of AI-voiced audiobooks  The Guardian,0.02802802436053753
2023-01-05,Apple Fitness+ unveils new offerings for the new year  Apple,0.14955338835716248
2023-01-05,"Tesla isn't Apple, Elon Musk isn't Steve Jobs, and its cars aren't the next iPhone  Business Insider",-0.049123365432024
